,book_format,book_pages,book_review_count,book_rating_count,book_rating
22035,ebook,73 pages,279,4590,3.91
22036,Hardcover,384 pages,243,2642,3.83
22037,Hardcover,256 pages,0,14,4.21
22038,Hardcover,296 pages,69,711,3.71
22039,Paperback,206 pages,61,1212,3.94
22040,Hardcover,256 pages,10,109,3.65
22041,Paperback,297 pages,10283,629138,4.01
22042,Hardcover,464 pages,30,146,4.0
22043,Hardcover,585 pages,113,1087,3.98
22044,Paperback,208 pages,174,1670,4.14
22045,Paperback,288 pages,587,3305,4.14
22046,Hardcover,381 pages,60,1291,4.04
22047,Kindle Edition,273 pages,0,8,4.38
22048,Paperback,336 pages,59,940,4.51
22049,Hardcover,192 pages,18,95,3.88
22050,Hardcover,181 pages,2587,17018,3.75
22051,Hardcover,142 pages,884,13802,4.08
22052,Mass Market Paperback,368 pages,354,4395,3.48
22053,Paperback,72 pages,2,52,3.75
22054,Paperback,852 pages,64,3116,3.9
22055,Hardcover,372 pages,5192,79035,3.87
22056,Paperback,238 pages,802,5743,3.82
22057,Paperback,106 pages,18,57,4.32
22058,Hardcover,384 pages,32,409,4.38
22059,Paperback,203 pages,1023,10048,3.56
22061,Mass Market Paperback,741 pages,447,12840,3.82
22062,Paperback,336 pages,230,3413,3.42
22063,Paperback,224 pages,26,467,4.06
22064,Paperback,40 pages,6,14,4.21
22065,Trade Paperback,244 pages,185,3455,3.97
22066,Paperback,217 pages,85,370,3.79
22067,Hardcover,240 pages,67,404,3.9
22068,ebook,362 pages,307,4733,4.05
22070,Paperback,384 pages,170,3216,3.61
22072,Paperback,322 pages,150,1531,3.82
22073,Paperback,384 pages,150,1466,3.59
22074,ebook,346 pages,13,27,4.56
22075,Hardcover,336 pages,3338,26874,3.75
22077,Paperback,150 pages,4,8,4.13
22078,Paperback,248 pages,128,4157,4.44
22079,Hardcover,400 pages,262,1303,3.84
22080,Kindle Edition,354 pages,429,4422,3.86
22081,Mass Market Paperback,369 pages,189,3393,4.34
22082,Kindle Edition,219 pages,103,489,4.35
22083,Hardcover,320 pages,1858,10591,4.05
22084,Mass Market Paperback,369 pages,583,25706,4.14
22085,Mass Market Paperback,385 pages,109,1436,4.12
22086,Mass Market Paperback,400 pages,90,1476,3.81
22087,Paperback,304 pages,255,4565,4.07
22088,Paperback,192 pages,14,311,4.08
22089,Paperback,200 pages,10,154,4.14
22090,Paperback,496 pages,293,12983,3.88
22091,Mass Market Paperback,464 pages,214,2551,3.8
22092,ebook,64 pages,1182,13892,4.16
22093,Mass Market Paperback,273 pages,64,1477,3.95
22094,Paperback,32 pages,638,18596,4.08
22095,Hardcover,340 pages,93,3669,4.09
22096,Paperback,184 pages,312,32557,4.15
22098,Paperback,362 pages,1718,43593,4.01
22099,Paperback,208 pages,137,8799,4.09
22100,Kindle Edition,26 pages,499,2871,4.51
22101,Paperback,382 pages,166,4311,4.19
22102,Kindle Edition,449 pages,417,9210,3.93
22103,Hardcover,229 pages,1,8,3.63
22104,Kindle Edition,448 pages,22972,235105,4.47
22105,Paperback,158 pages,15,332,3.76
22107,Paperback,189 pages,13,102,4.1
22108,Mass Market Paperback,358 pages,830,19246,3.97
22109,Paperback,176 pages,2067,14868,3.73
22110,Paperback,330 pages,252,4148,3.92
22111,Paperback,86 pages,184,1435,4.13
22112,Kindle Edition,1120 pages,164,5547,4.53
22113,Paperback,592 pages,229,5478,3.99
22114,Paperback,176 pages,25,737,4.0
22115,Hardcover,365 pages,198,1751,4.09
22116,Paperback,219 pages,43,442,3.86
22117,Paperback,752 pages,7,60,3.92
22118,Paperback,927 pages,471,10316,4.17
22119,Paperback,336 pages,113,1351,3.92
22120,Kindle Edition,222 pages,24,74,3.49
22121,Paperback,352 pages,747,8738,4.01
22122,Kindle Edition,3000 pages,169,415,4.07
22123,Paperback,432 pages,74,610,4.59
22124,Kindle Edition,384 pages,33,228,4.61
22125,Hardcover,280 pages,4193,24244,3.74
22126,Paperback,128 pages,31,1179,4.19
22127,Paperback,386 pages,269,3834,4.02
22128,Paperback,288 pages,172,1368,4.21
22129,Hardcover,436 pages,345,10901,4.18
22130,Paperback,371 pages,711,5046,3.77
22131,Paperback,378 pages,134,1836,3.43
22132,Paperback,219 pages,1835,39917,4.46
22133,Paperback,288 pages,236,2148,4.54
22134,Paperback,204 pages,8,36,3.86
22135,Paperback,504 pages,309,5132,3.8
22136,Paperback,104 pages,713,11187,3.91
22137,Paperback,332 pages,154,1249,3.89
22138,Paperback,112 pages,714,12075,4.14
22139,ebook,503 pages,18,195,4.13
22140,Hardcover,368 pages,126,747,3.78
22141,Kindle Edition,213 pages,46,1219,4.58
22142,Hardcover,440 pages,257,11193,4.1
22143,Paperback,180 pages,26,205,3.95
22144,Kindle Edition,414 pages,580,3048,4.22
22145,Kindle Edition,228 pages,13,48,4.06
22146,Paperback,370 pages,19,379,4.65
22147,Hardcover,48 pages,34,179,4.53
22148,Paperback,264 pages,37,246,4.2
22149,Hardcover,280 pages,29,292,3.29
22150,Paperback,373 pages,45,994,3.84
22151,Paperback,157 pages,109,1884,4.09
22152,Paperback,384 pages,213,2596,4.0
22154,Mass Market Paperback,327 pages,4064,48753,3.83
22155,Paperback,216 pages,67,116,4.1
22156,Paperback,376 pages,305,9095,4.1
22157,Paperback,272 pages,20347,209741,3.71
22159,Slipcased Hardcover,520 pages,35,2438,4.67
22160,Paperback,125 pages,29783,1029348,4.29
22161,Paperback,420 pages,132,6073,4.09
22162,Mass Market Paperback,384 pages,59,2309,3.83
22163,Hardcover,493 pages,314,5265,4.22
22164,Paperback,224 pages,272,2210,3.78
22165,Paperback,218 pages,113,729,3.77
22167,Kindle Edition,401 pages,151,6756,4.01
22168,Paperback,264 pages,372,2694,3.97
22169,Paperback,256 pages,1231,9217,3.93
22170,Hardcover,337 pages,353,8556,4.07
22171,Hardcover,386 pages,234,1535,3.9
22172,Paperback,528 pages,72,1652,4.0
22173,Paperback,320 pages,7,58,3.91
22174,Hardcover,400 pages,535,3393,4.4
22176,Mass Market Paperback,299 pages,162,7865,3.98
22177,Mass Market Paperback,249 pages,358,9857,3.66
22178,Paperback,177 pages,61,2293,4.34
22179,Paperback,192 pages,250,2795,4.05
22180,Hardcover,192 pages,947,10774,3.99
22181,Paperback,236 pages,27,33,2.52
22182,Paperback,96 pages,345,14751,3.91
22183,Hardcover,160 pages,199,2507,4.04
22184,Paperback,350 pages,0,15,4.07
22185,Paperback,480 pages,551,19569,3.67
22186,Hardcover,485 pages,1762,14085,3.94
22187,Paperback,544 pages,55,3592,4.34
22188,Hardcover,160 pages,159,2945,3.83
22189,Kindle Edition,60 pages,525,5060,4.09
22190,Paperback,148 pages,39,102,3.6
22191,Paperback,304 pages,203,4728,4.07
22192,Paperback,208 pages,30,407,3.7
22193,Kindle Edition,445 pages,221,5217,4.12
22194,Paperback,294 pages,49,81,4.48
22195,Paperback,396 pages,272,3370,3.27
22196,Paperback,372 pages,195,1311,3.29
22197,Paperback,160 pages,148,5816,4.11
22198,Hardcover,359 pages,406,2224,3.81
22199,ebook,340 pages,1144,11509,4.18
22200,Board Book,24 pages,402,25756,4.22
22201,Paperback,308 pages,301,2253,4.19
22202,Mass Market Paperback,393 pages,40,2520,3.92
22203,Hardcover,380 pages,961,12356,3.77
22204,Paperback,352 pages,9,186,3.71
22205,Kindle Edition,68 pages,641,6418,3.74
22207,Paperback,122 pages,590,10859,4.18
22208,Paperback,560 pages,49,684,3.94
22209,ebook,416 pages,56,261,3.72
22210,Hardcover,544 pages,193,2227,3.95
22211,Paperback,198 pages,75,899,3.86
22212,Paperback,252 pages,1207,8098,4.11
22213,Paperback,567 pages,560,13861,4.0
22214,Paperback,464 pages,52,893,4.0
22215,Hardcover,371 pages,128,894,3.69
22217,Paperback,270 pages,1,9,4.11
22218,Paperback,236 pages,305,9605,4.11
22219,Paperback,372 pages,55,161,3.34
22220,Hardcover,375 pages,1595,7552,3.87
22221,Hardcover,325 pages,2827,20424,4.08
22222,Paperback,92 pages,18,324,4.09
22223,Paperback,272 pages,82,1267,4.17
22224,Paperback,160 pages,510,6201,4.09
22226,Paperback,155 pages,494,4706,4.05
22227,Paperback,352 pages,1346,13786,4.02
22228,Paperback,245 pages,67,2369,4.12
22229,Hardcover,192 pages,31,1622,3.88
22230,Paperback,304 pages,5,138,4.21
22232,Mass Market Paperback,355 pages,42,615,3.62
22233,Paperback,416 pages,854,31192,3.96
22234,Hardcover,60 pages,6,141,3.72
22235,Paperback,99 pages,7,92,3.82
22236,Paperback,320 pages,14,200,3.87
22237,Kindle Edition,320 pages,356,7012,4.29
22238,Paperback,448 pages,141,5843,4.06
22239,Hardcover,2 pages,25,203,4.65
22240,Broché,208 pages,103,2364,4.54
22241,Hardcover,336 pages,73,510,3.97
22242,ebook,382 pages,235,2440,3.97
22243,Paperback,185 pages,10,170,4.66
22244,Paperback,348 pages,4,29,4.59
22246,Paperback,190 pages,550,11308,4.48
22248,Paperback,499 pages,735,8542,4.02
22249,Paperback,324 pages,44,229,4.09
22250,Kindle Edition,198 pages,186,3746,4.28
22252,Paperback,128 pages,167,2571,4.19
22253,Paperback,332 pages,28,184,4.42
22254,Hardcover,300 pages,34,773,3.96
22255,Hardcover,402 pages,226,1828,4.22
22256,Kovakantinen,259 pages,5,153,3.51
22257,Hardcover,297 pages,1347,11130,3.95
22258,Paperback,421 pages,8421,44032,3.88
22259,Paperback,330 pages,246,6432,4.09
22260,Hardcover,384 pages,2324,14708,3.38
22261,Unknown Binding,405 pages,8,396,3.84
22262,Paperback,384 pages,25,274,3.95
22263,Paperback,352 pages,49,922,3.9
22264,Kindle Edition,238 pages,937,4489,4.29
22265,Paperback,686 pages,111,2029,4.44
22266,Paperback,244 pages,14,137,3.65
22267,Paperback,125 pages,104,3073,4.16
22268,Hardcover,372 pages,7655,113561,4.04
22269,Paperback,362 pages,829,5041,3.43
22270,Paperback,256 pages,8,32,3.63
22271,Hardcover,212 pages,306,1620,3.86
22272,Paperback,286 pages,119,4148,3.86
22273,Paperback,356 pages,62,359,4.21
22274,Hardcover,320 pages,493,2647,4.08
22275,Hardcover,288 pages,24,314,4.19
22276,Paperback,532 pages,268,3114,3.74
22279,Hardcover,304 pages,93,1811,4.07
22280,Paperback,526 pages,654,9519,3.74
22281,Paperback,368 pages,6204,47089,3.95
22282,Hardcover,301 pages,1090,14296,3.59
22283,Mass Market Paperback,358 pages,305,13413,4.2
22286,Paperback,287 pages,4,293,3.38
22288,Paperback,354 pages,106,853,4.06
22289,Hardcover,301 pages,100,596,3.58
22290,Paperback,359 pages,192,1540,3.79
22291,ebook,397 pages,20,55,4.38
22293,Paperback,264 pages,11,199,4.13
22295,Hardcover,283 pages,142,5722,3.81
22296,Paperback,281 pages,14908,764260,4.12
22297,Paperback,624 pages,50,1176,4.08
22298,Hardcover,144 pages,42,354,4.52
22299,Paperback,221 pages,33,388,4.17
22301,Paperback,44 pages,717,52425,4.16
22302,Hardcover,144 pages,66,413,3.47
22303,Kindle Edition,246 pages,4893,46402,4.13
22304,Paperback,363 pages,1960,37059,4.11
22305,Paperback,370 pages,589,48744,4.06
22306,Kindle Edition,288 pages,17155,299829,4.09
22307,Hardcover,407 pages,426,7007,3.94
22308,Paperback,391 pages,23123,504056,3.99
22309,Paperback,232 pages,187,2954,4.15
22310,Paperback,152 pages,66,1144,4.02
22311,Hardcover,419 pages,25,151,3.75
22312,Paperback,165 pages,43,617,4.03
22313,Paperback,396 pages,169,2578,4.26
22315,Kindle Edition,308 pages,327,3770,4.0
22318,Paperback,399 pages,33,463,4.44
22319,Paperback,512 pages,32,587,4.18
22320,Paperback,416 pages,116,1200,3.51
22321,Paperback,424 pages,160,2471,4.27
22322,Paperback,336 pages,155,1684,3.85
22323,Paperback,157 pages,138,1550,3.87
22324,Paperback,536 pages,15439,96163,4.62
22325,Paperback,66 pages,73,734,4.08
22326,Paperback,353 pages,12632,127302,3.43
22327,Hardcover,843 pages,84,769,4.27
22328,Nook,300 pages,1572,14362,4.22
22329,Kindle Edition,291 pages,713,12687,4.3
22330,Hardcover,328 pages,853,7423,3.74
22331,Paperback,76 pages,329,4901,4.39
22332,Hardcover,435 pages,12,101,4.28
22333,Hardcover,378 pages,491,4399,3.92
22334,Hardcover,132 pages,174,4208,4.12
22335,Paperback,256 pages,1079,11526,3.82
22336,Hardcover,224 pages,1211,7958,3.57
22340,Kindle Edition,465 pages,9649,106624,4.45
22341,Mass Market Paperback,400 pages,3289,53528,4.36
22342,Kindle Edition,478 pages,562,5027,4.17
22344,Paperback,304 pages,70,735,3.61
22345,Paperback,318 pages,543,5129,3.94
22346,Mass Market Paperback,427 pages,52,5408,4.03
22347,Hardcover,560 pages,17,343,3.93
22348,Paperback,320 pages,33,362,3.9
22349,Kindle Edition,139 pages,0,3,5.0
22350,Paperback,294 pages,20,31,4.55
22351,Paperback,369 pages,630,4653,3.37
22352,ebook,99 pages,27,328,4.4
22353,Hardcover,391 pages,938,7501,3.69
22354,Paperback,416 pages,104,1401,3.49
22355,Kindle Edition,503 pages,1614,15885,4.25
22356,Paperback,783 pages,6997,251009,4.12
22357,Hardcover,170 pages,5,42,3.62
22358,Hardcover,255 pages,76,374,4.2
22359,Paperback,128 pages,194,2157,4.08
22360,Paperback,226 pages,168,2623,3.89
22361,Hardcover,511 pages,65,583,4.08
22362,Paperback,366 pages,306,6360,4.14
22364,Paperback,304 pages,61,892,4.13
22366,Paperback,138 pages,513,15416,4.19
22367,Hardcover,192 pages,283,48037,4.18
22368,Paperback,96 pages,306,5316,3.94
22369,Paperback,320 pages,46,183,3.72
22370,Hardcover,497 pages,1371,10578,3.8
22371,Mass Market Paperback,371 pages,75,724,4.16
22372,Hardcover,229 pages,410,3090,3.52
22373,Paperback,203 pages,58,848,4.19
22374,Mass Market Paperback,80 pages,17,250,3.98
22375,Kindle Edition,276 pages,79,533,3.91
22376,Hardcover,494 pages,39,1450,4.49
22377,Kindle Edition,398 pages,43,494,3.67
22378,Paperback,425 pages,2283,62728,4.01
22379,Paperback,371 pages,52354,862236,4.03
22380,ebook,406 pages,55,142,3.78
22381,Paperback,206 pages,176,3125,4.35
22382,Paperback,226 pages,134,5146,4.2
22385,Hardcover,434 pages,5,46,3.87
22387,Hardcover,466 pages,1360,7594,4.09
22388,Paperback,192 pages,280,3862,4.2
22389,Paperback,408 pages,60,1072,4.03
22390,Kindle Edition,401 pages,60135,538254,4.04
22391,Paperback,400 pages,162,1197,3.74
22392,Paperback,416 pages,193,1376,3.82
22393,Paperback,99 pages,7,53,3.49
22394,Hardcover,322 pages,821,9203,4.1
22395,Hardcover,784 pages,654,5984,3.79
22397,Paperback,272 pages,77,426,3.81
22398,Kindle Edition,29 pages,139,1164,3.83
22399,Hardcover,369 pages,364,3390,3.41
22400,Paperback,320 pages,171,1143,3.44
22401,Kindle Edition,400 pages,900,6832,3.97
22402,Hardcover,288 pages,484,4983,4.01
22403,Paperback,293 pages,16,916,4.2
22404,Paperback,420 pages,106,2563,3.6
22405,Paperback,248 pages,41,650,4.21
22406,Paperback,576 pages,59,1512,4.3
22407,Paperback,476 pages,26179,249096,4.3
22409,Paperback,241 pages,1230,16412,3.91
22410,Paperback,224 pages,28,493,4.03
22411,Paperback,125 pages,140,2709,4.07
22412,Paperback,320 pages,133,4687,4.17
22413,ebook,71 pages,1476,20154,4.2
22414,Hardcover,302 pages,305,3024,3.92
22415,Hardcover,320 pages,217,1764,3.86
22416,Paperback,688 pages,6,55,4.04
22417,Hardcover,740 pages,33182,345127,4.3
22418,Paperback,400 pages,243,4891,3.71
22419,Paperback,325 pages,358,2918,4.32
22420,Kindle Edition,137 pages,202,554,3.82
22421,Kindle Edition,358 pages,89,602,4.02
22422,Mass Market Paperback,352 pages,202,2472,4.21
22423,Paperback,200 pages,251,2492,3.87
22426,Hardcover,454 pages,2006,15401,4.2
22427,Paperback,208 pages,5,70,4.24
22428,Paperback,352 pages,86,526,4.05
22429,Hardcover,656 pages,8,89,4.58
22430,Paperback,304 pages,365,4867,4.23
22431,Paperback,437 pages,85,1209,4.25
22432,Paperback,400 pages,90,369,3.99
22433,Paperback,900 pages,92,947,3.95
22434,Hardcover,154 pages,132,1622,3.91
22435,Paperback,240 pages,5,14,4.79
22436,Paperback,608 pages,67,2829,4.34
22437,Broschiert,638 pages,7,781,4.09
22438,Hardcover,336 pages,174,602,4.07
22439,Paperback,200 pages,9,46,4.11
22440,Paperback,320 pages,615,5437,4.29
22441,Paperback,228 pages,337,2620,3.07
22442,Paperback,304 pages,13,224,4.07
22443,Hardcover,320 pages,357,2368,3.76
22444,Mass Market Paperback,377 pages,30,400,3.87
22445,Paperback,344 pages,14,121,3.96
22446,ebook,47 pages,10,14,4.07
22447,Mass Market Paperback,282 pages,38,553,3.34
22448,Mass Market Paperback,384 pages,401,12018,4.09
22449,Paperback,329 pages,12645,153652,4.1
22450,Hardcover,352 pages,58,598,3.65
22451,Paperback,465 pages,2328,53346,4.1
22452,Paperback,480 pages,613,3622,3.38
22453,Paperback,352 pages,481,4867,3.61
22454,Kindle Edition,261 pages,9,156,3.62
22455,Kindle Edition,251 pages,756,14549,4.15
22456,Hardcover,304 pages,471,6591,3.73
22457,Paperback,480 pages,2100,22379,4.13
22458,Kindle Edition,130 pages,16,25,4.04
22459,Mass Market Paperback,544 pages,23,1103,3.73
22460,Hardcover,352 pages,156,1406,3.69
22461,Kindle Edition,325 pages,6,26,4.31
22462,Paperback,163 pages,49,912,4.07
22464,Paperback,368 pages,197,3071,4.28
22465,Paperback,282 pages,88,353,4.05
22466,Hardcover,384 pages,839,12176,3.94
22467,Paperback,226 pages,151,3866,4.04
22468,Paperback,372 pages,339,7606,4.05
22469,Paperback,224 pages,257,4366,4.0
22470,Paperback,441 pages,264,3274,4.3
22471,Paperback,80 pages,7,86,3.91
22472,Paperback,437 pages,52,1382,3.69
22473,Paperback,232 pages,687,11268,3.85
22474,Paperback,96 pages,293,9836,3.51
22475,Paperback,160 pages,428,11530,4.11
22476,Paperback,256 pages,10,176,3.89
22478,Paperback,336 pages,4144,35938,3.87
22479,Paperback,810 pages,56795,2069015,4.62
22480,ebook,237 pages,843,12591,4.0
22481,Paperback,287 pages,40,390,4.14
22482,Paperback,496 pages,42,769,4.09
22483,Hardcover,388 pages,377,11588,3.99
22484,Kindle Edition,224 pages,240,4133,4.52
22485,Paperback,205 pages,437,2623,3.82
22488,Kindle Edition,229 pages,239,4837,4.14
22490,Hardcover,312 pages,34,508,4.56
22491,Kindle Edition,196 pages,25,138,3.88
22492,Hardcover,442 pages,596,4176,3.99
22493,Paperback,95 pages,207,12302,4.22
22494,Paperback,112 pages,90,353,3.9
22495,Paperback,389 pages,911,17077,4.27
22496,Kindle Edition,382 pages,81,313,4.63
22497,Hardcover,543 pages,29,393,4.24
22498,Paperback,2149 pages,137,1586,4.13
22499,Hardcover,248 pages,63,536,3.78
22500,Paperback,238 pages,3,10,4.5
22501,Paperback,294 pages,14,147,4.21
22502,Hardcover,640 pages,44,935,4.48
22503,Paperback,221 pages,63,3495,4.04
22504,Hardcover,656 pages,1134,8437,4.24
22505,Kindle Edition,500 pages,1998,17423,4.15
22506,Paperback,320 pages,31,431,3.83
22507,Hardcover,337 pages,1572,7901,3.5
22509,Hardcover,231 pages,131,885,4.07
22510,Mass Market Paperback,432 pages,85,1951,3.75
22511,Paperback,307 pages,25,754,3.78
22512,Paperback,148 pages,153,7485,4.28
22513,Paperback,184 pages,95,3659,4.24
22514,Paperback,422 pages,53,442,3.86
22515,Paperback,339 pages,1936,46752,4.14
22516,Paperback,400 pages,141,2899,3.7
22517,Hardcover,187 pages,32,461,3.82
22518,Paperback,208 pages,6,447,4.32
22519,Paperback,452 pages,38,293,3.3
22520,ebook,515 pages,138,832,4.01
22521,Paperback,416 pages,321,2210,3.6
22522,Kindle Edition,338 pages,98,1826,4.58
22524,Kindle Edition,51 pages,0,2,5.0
22525,Paperback,416 pages,53,1545,3.7
22526,Kindle Edition,413 pages,713,4435,3.94
22527,Hardcover,151 pages,377,8556,3.8
22528,Hardcover,224 pages,24,130,3.04
22529,Paperback,332 pages,33,103,4.09
22530,Paperback,256 pages,49,2133,3.84
22531,Paperback,128 pages,7,244,4.17
22532,Hardcover,279 pages,34,175,3.98
22533,Hardcover,544 pages,256,2912,4.53
22535,Paperback,545 pages,4822,83862,4.01
22536,Paperback,223 pages,1044,11460,3.77
22537,Paperback,64 pages,2,3,4.0
22538,Paperback,191 pages,665,23131,4.1
22539,Paperback,168 pages,38,227,3.68
22540,Paperback,157 pages,9,93,4.31
22541,Paperback,291 pages,79,165,4.12
22542,Hardcover,240 pages,47,197,4.28
22543,Paperback,270 pages,1164,6305,3.71
22544,Paperback,200 pages,120,8992,4.36
22545,Hardcover,638 pages,343,5677,4.25
22547,Leather Bound,1735 pages,13,432,4.38
22548,Paperback,216 pages,3,21,3.71
22550,Paperback,195 pages,772,10502,3.93
22553,Paperback,156 pages,318,5366,4.32
22554,Paperback,944 pages,24,328,4.56
22556,Paperback,247 pages,5111,31712,3.97
22557,Paperback,664 pages,2,34,4.03
22558,Paperback,299 pages,5,23,4.43
22561,Paperback,238 pages,332,6196,3.99
22562,Hardcover,197 pages,429,6300,4.41
22563,Hardcover,364 pages,4269,21090,4.08
22564,Hardcover,459 pages,129,550,3.88
22565,Paperback,107 pages,114,4332,4.02
22566,Paperback,400 pages,57,735,4.1
22567,Paperback,576 pages,114,1604,4.02
22568,Hardcover,144 pages,7,118,3.84
22569,Paperback,363 pages,73,872,3.94
22570,Paperback,288 pages,98,2049,3.65
22571,Paperback,430 pages,8861,52239,4.12
22572,Hardcover,400 pages,306,4858,3.93
22573,Hardcover,383 pages,2721,25577,4.04
22574,Paperback,375 pages,50855,1625253,4.24
22575,Hardcover,631 pages,44,401,4.58
22576,ebook,336 pages,247,913,3.43
22577,ebook,240 pages,1617,16877,4.07
22578,Kindle Edition,447 pages,407,2722,3.85
22579,Mass Market Paperback,368 pages,98,2950,3.83
22580,Paperback,352 pages,189,803,3.58
22581,Hardcover,500 pages,637,5578,3.64
22582,Kindle Edition,360 pages,103,232,4.44
22583,Paperback,515 pages,78,1637,3.88
22584,Paperback,324 pages,2,26,3.96
22585,Kindle Edition,498 pages,52,1296,4.6
22586,Audio CD,375 pages,830,5339,4.05
22587,Hardcover,344 pages,366,2213,3.8
22588,Paperback,200 pages,40,1197,4.1
